FCM.E3R3.ITS_Stalk	FCM.E4R2.ITS_Stalk	FCS.E3R2.ITS_Stalk	RZO.E2R1.ITS_Root	ECI.E2R2.ITS_Stalk	EPE.E3R3.ITS_Root	EFO.E3R1.ITS_Leaf	FCM.E2R2.ITS_Stalk	RZO.E4R3.ITS_Root	FCI.E2R2.ITS_Stalk	ERA.E4R1.ITS_Root	FFO.E3R1.ITS_Leaf	EPE.E2R3.ITS_Root	ECI.E3R3.ITS_Stalk	ECM.E2R1.ITS_Stalk	EFO.E3R3.ITS_Leaf	ERA.E4R3.ITS_Root	FCI.E4R2.ITS_Stalk	FCS.E4R1.ITS_Stalk	FFO.E4R3.ITS_Leaf	FCM.E2R1.ITS_Stalk	ERA.E2R1.ITS_Root	RZO.E3R3.ITS_Root	EPE.E3R1.ITS_Root	FCM.E4R3.ITS_Stalk	ECI.E3R1.ITS_Stalk	ECI.E1R3.ITS_Stalk	FCS.E2R2.ITS_Stalk	FCI.E1R2.ITS_Stalk	ERA.E1R1.ITS_Root	EFO.E2R2.ITS_Leaf	FCS.E2R1.ITS_Stalk	FCM.E1R1.ITS_Stalk	EPE.E4R3.ITS_Root	ECM.E4R1.ITS_Stalk	ECI.E4R3.ITS_Stalk	ERA.E1R2.ITS_Root	FCI.E2R3.ITS_Stalk	EPE.E3R2.ITS_Root	FFO.E1R2.ITS_Leaf	FCS.E1R2.ITS_Stalk	ECI.E2R1.ITS_Stalk	ECM.E2R2.ITS_Stalk	FCM.E2R3.ITS_Stalk	FCM.E4R1.ITS_Stalk	EPE.E2R2.ITS_Root	FCI.E3R2.ITS_Stalk	FCS.E3R1.ITS_Stalk	EFO.E1R1.ITS_Leaf	ECM.E3R2.ITS_Stalk	ECM.E4R2.ITS_Stalk	ECI.E1R1.ITS_Stalk	ECS.E3R3.ITS_Stalk	FFO.E2R3.ITS_Leaf	ECI.E4R2.ITS_Stalk	ECM.E3R3.ITS_Stalk	EPE.E1R3.ITS_Root	RZO.E1R3.ITS_Root	ECS.E2R1.ITS_Stalk	ERA.E3R3.ITS_Root	FCM.E3R2.ITS_Stalk	EFO.E1R2.ITS_Leaf	EFO.E4R2.ITS_Leaf	ECM.E1R2.ITS_Stalk	FFO.E1R1.ITS_Leaf	ERA.E3R2.ITS_Root	FCS.E4R2.ITS_Stalk	RZO.E4R2.ITS_Root	FFO.E3R2.ITS_Leaf	ECM.E1R1.ITS_Stalk	EPE.E2R1.ITS_Root	RZO.E2R2.ITS_Root	FFO.E4R1.ITS_Leaf	ECS.E1R3.ITS_Stalk	RZO.E4R1.ITS_Root	RZO.E3R2.ITS_Root	FCI.E3R1.ITS_Stalk	RZO.E2R3.ITS_Root	FCM.E1R3.ITS_Stalk	ECS.E1R1.ITS_Stalk	ECS.E2R3.ITS_Stalk	ECS.E1R2.ITS_Stalk	ECS.E3R1.ITS_Stalk	FCS.E3R3.ITS_Stalk	EFO.E1R3.ITS_Leaf	FCI.E3R3.ITS_Stalk	FCI.E2R1.ITS_Stalk	FCI.E1R1.ITS_Stalk	EPE.E4R2.ITS_Root	FCI.E4R3.ITS_Stalk	ECM.E3R1.ITS_Stalk	FCS.E1R3.ITS_Stalk	FCS.E1R1.ITS_Stalk	FFO.E4R2.ITS_Leaf	FFO.E2R2.ITS_Leaf	ECM.E1R3.ITS_Stalk	EFO.E4R3.ITS_Leaf	EFO.E3R2.ITS_Leaf	ECI.E2R3.ITS_Stalk	ECS.E2R2.ITS_Stalk	ERA.E1R3.ITS_Root	ERA.E2R2.ITS_Root	ECI.E3R2.ITS_Stalk	ERA.E4R2.ITS_Root	FCS.E2R3.ITS_Stalk	ECM.E2R3.ITS_Stalk	FCS.E4R3.ITS_Stalk	FCI.E4R1.ITS_Stalk	ECS.E4R3.ITS_Stalk	EPE.E1R2.ITS_Root	FFO.E1R3.ITS_Leaf	EFO.E4R1.ITS_Leaf	FCM.E1R2.ITS_Stalk	ECI.E1R2.ITS_Stalk	ERA.E2R3.ITS_Root	FFO.E2R1.ITS_Leaf	EFO.E2R1.ITS_Leaf	ECS.E4R2.ITS_Stalk	EFO.E2R3.ITS_Leaf	ECS.E3R2.ITS_Stalk	RZO.E3R1.ITS_Root	ECM.E4R3.ITS_Stalk	FCM.E3R1.ITS_Stalk	FCI.E1R3.ITS_Stalk	ECI.E4R1.ITS_Stalk	RZO.E1R2.ITS_Root	FFO.E3R3.ITS_Leaf	RZO.E1R1.ITS_Root	EPE.E4R1.ITS_Root	ECS.E4R1.ITS_Stalk	ERA.E3R1.ITS_Root
OTU_1451	0	117	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	62	0	0	0	75	0	0	0	0	0	10	30	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	29	1	0	0	0	0	0	0	43	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	4	0	0	0	0
OTU_2263	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
OTU_1355	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0
OTU_1617	0	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	154	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3053	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	156	0	0	0	32	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	9	0	0	0	0
OTU_952	0	16	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	42	0	0	0	151	0	0	0	0	0	0	2	0	0	0	54	0	0	0	30	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	206	84	0	0	19	0	23	0	1	0	0	0	107	0	0	45	110	71	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	123	0	0	0	0
OTU_1477	0	11	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	28	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
OTU_1801	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_654	0	37	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	37	0	0	0	50	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	43	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	133	0	2	0	0	0	0	0	0	0	0	0	28	5	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	208	0	0	0	0
OTU_1572	0	359	0	0	14	0	0	39	0	0	0	0	0	0	0	0	0	0	0	46	12	0	0	0	118	0	0	3	913	0	0	1	0	0	1	204	0	0	0	11	16	0	0	7	0	0	0	18	0	4	0	0	0	54	522	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0	0	10	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	2	0	1	19	0	4	13	1	0	0	16	0	0	0	17	0	0	11	28	53	0	0	34	0	0	0	0	0	0	0	3	0	0	0	0	82	37	0	14	0	0	0	0
OTU_482	0	266	1	0	20	1	0	4021	0	0	0	0	4	0	1	0	0	1	8	7	2456	0	0	1	1302	0	0	1605	146	0	0	855	0	0	507	147	0	0	1	0	3653	0	0	2688	0	0	0	799	0	171	0	0	0	36	0	1	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	13	0	0	0	0	0	10	4	1	5	14	0	0	1	0	0	3	0	803	18	0	9	68	1	0	0	11	25	0	0	125	0	0	2558	3342	1921	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	282	21	0	15	0	0	0	0
OTU_2198	0	5	0	0	61	0	0	5	0	0	0	0	1	0	0	0	0	0	0	8	56	0	0	0	9	0	5	44	363	0	0	19	0	0	79	3	0	0	0	0	91	0	1	37	0	0	0	25	0	127	0	0	0	0	26	0	0	0	0	0	0	3	0	50	1	0	0	0	0	0	1	0	0	0	0	0	0	0	150	0	0	0	3	0	0	0	0	0	0	0	50	561	0	0	1	42	2	0	57	1	0	0	192	0	1	212	232	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	6	0	1	0	0	0	0
OTU_1552	0	167	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_635	0	31	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	951	0	0	0	0	13	0	0	0	869	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	29	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	50	1	0	0	0
OTU_2909	0	145	0	0	28	0	0	15	0	0	0	0	0	0	1	0	0	0	0	160	5	0	0	0	132	0	1	1	113	0	0	1	0	0	261	321	0	0	0	49	57	0	0	10	0	0	0	95	3	182	0	0	0	82	150	0	0	1	0	0	0	20	0	123	38	0	0	0	0	0	0	0	139	0	0	0	0	0	35	7	14	1	0	0	7	0	0	0	0	0	17	39	0	112	45	5	4	0	271	0	0	0	225	0	0	55	117	89	0	0	61	0	0	0	0	0	0	0	16	0	0	0	0	33	358	0	83	1	2	0	0
OTU_1137	0	244	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	1	162	2	0	0	0	190	0	0	4	101	0	0	5	0	2	150	576	0	0	0	44	115	0	0	7	0	0	0	181	2	459	0	0	0	33	20	0	0	21	0	0	0	14	0	153	87	0	0	0	0	0	0	0	87	0	0	0	0	0	20	0	223	0	0	0	13	0	0	0	0	0	6	14	0	191	27	1	7	7	29	1	0	0	24	0	0	29	114	65	0	0	76	0	0	0	0	0	0	0	5	0	0	0	0	30	66	0	64	0	0	0	0
OTU_2945	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	71	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0
OTU_1001	0	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	47	0	0	0	177	0	0	1	0	0	23	309	0	0	0	8	0	0	0	1	0	0	0	103	0	0	0	0	0	10	34	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1	0	0	0	10	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	29	0	0	0	0
OTU_2830	0	177	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	50	2	0	0	0	87	0	0	10	273	0	0	0	0	0	2	92	0	0	0	65	14	0	0	6	0	0	0	28	0	1	0	0	0	234	17	0	0	1	0	0	0	25	0	0	30	0	0	0	0	0	0	0	36	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	70	0	1	0	3	0	0	0	9	0	0	0	19	17	0	0	54	0	0	0	0	0	0	0	11	0	0	0	0	44	38	0	215	0	0	0	0
OTU_602	0	26	2	0	28	0	0	572	0	0	0	0	2	0	0	0	0	0	1	3	336	0	0	0	210	0	0	295	23	0	0	118	0	0	681	170	0	0	0	0	803	0	0	396	0	0	0	132	0	207	0	0	0	8	1	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	1	0	5	0	0	0	0	0	2	1	0	4	12	0	0	0	0	0	0	0	556	4	0	4	39	0	0	0	8	35	0	0	118	0	0	1982	498	255	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	36	26	0	5	0	0	0	0
OTU_1263	0	67	0	0	19	6	0	35	1	0	0	0	94	0	0	0	0	0	0	1	0	0	0	2	400	0	0	13	71	0	0	1	0	68	0	47	0	1	0	2	28	0	0	33	0	0	0	41	0	0	0	0	0	0	18	0	0	31	0	1	0	2	0	191	0	3	0	0	0	0	1	0	1	0	0	2	0	0	43	0	0	0	0	0	0	0	0	0	4	0	292	29	0	0	2	18	0	0	0	0	2	121	0	1	0	0	44	78	0	0	3	0	0	0	6	0	0	0	0	0	3	0	0	46	13	0	0	0	4	0	13
OTU_986	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0	0	103	0	0	0	0	5	0	0	0	0	0	34	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	19	0	0	41	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	7
OTU_626	0	53	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	56	0	0	2	61	0	0	0	0	0	1	0	0	0	0	309	323	0	0	17	0	0	0	50	4	0	0	0	0	909	0	0	0	0	0	0	0	4	0	0	302	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	336	451	0	0	0	63	0	0	0	4	0	0	0	31	6	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	750	0	0	0	0
OTU_2811	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	59	0	0	0	20	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	23	0	0	0	0
OTU_1395	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_363	0	196	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	854	4	0	0	0	111	0	0	4	130	0	0	2	0	2	123	49	0	0	4	72	6	0	0	6	0	0	0	180	1	0	0	0	0	1063	2	0	0	1	0	0	0	10	0	3	222	0	0	0	0	0	0	0	498	0	0	1	0	0	8	0	0	0	10	0	7	0	0	0	0	0	6	33	0	823	651	0	7	3	13	0	0	0	0	0	0	5	62	22	0	0	160	0	0	0	0	0	0	0	16	0	0	0	0	7	49	0	1740	1	0	0	0
OTU_540	0	50	0	0	613	0	0	226	0	0	0	0	4	0	5	0	0	0	2	2	11	0	0	5	88	1	6	239	338	0	0	3	0	1	319	227	0	0	1	30	294	1	0	486	0	0	0	333	0	3	0	0	0	32	998	0	0	64	0	0	0	10	0	1865	67	0	1	0	0	0	8	0	6	0	0	1	0	0	8322	12	0	0	5	0	8	0	0	1	0	0	2282	665	0	78	28	198	9	2	826	58	1	0	476	0	0	401	249	113	0	0	72	0	1	0	0	0	0	0	0	0	0	0	0	247	261	0	4	2	0	0	0
OTU_1214	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	6	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	445	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1599	0	179	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_835	0	54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	348	1	0	0	0	42	0	1	3	300	0	0	1	0	3	0	0	0	0	0	213	24	0	0	2	0	0	0	12	0	0	0	0	0	226	0	0	0	0	0	0	0	9	0	8	340	0	0	0	0	0	1	0	93	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	85	0	158	97	0	0	0	0	0	0	0	0	0	0	0	21	8	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	129	2	0	0	0
OTU_2393	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0
OTU_2143	0	108	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	83	1	0	0	0	33	0	0	0	574	0	0	0	0	1	9	97	0	0	0	107	0	0	0	5	0	0	0	27	2	0	0	0	0	10	0	0	0	2	0	0	0	1	0	0	114	0	0	0	0	0	0	0	98	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	1	0	0	24	2	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	234	0	0	0	0	0	0	0	1	0	0	0	0	18	31	0	8	1	0	0	0
OTU_1697	0	14	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	2	4	5	0	0	0	205	0	0	9	19	0	0	3	0	0	9	77	0	0	0	0	1	0	0	241	0	0	0	202	0	2	0	0	0	1	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	280	8	0	0	2	0	2	0	0	0	0	0	13	0	0	21	623	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	18	0	2	0	2	0	0
OTU_2995	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1149	0	367	0	0	186	0	0	388	0	0	0	0	6	0	0	0	0	0	0	15	26	0	1	2	119	0	0	24	222	0	0	10	0	1	1	131	0	0	0	24	114	0	0	259	0	0	0	275	1	34	0	0	0	59	140	0	0	2	0	0	0	5	0	68	32	0	0	0	0	0	0	0	7	0	0	1	0	0	74	0	0	0	1	0	5	0	0	0	0	0	4	180	0	8	47	1	2	0	129	0	0	0	192	0	0	49	31	230	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	480	53	0	17	0	1	0	0
OTU_2862	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	13	0	0	0	60	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_925	0	188	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	101	0	0	0	84	0	0	0	0	0	246	324	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	0	0	0	0	32	0	0	0	0	0	0	0	6	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	26	20	0	0	1	0	0	0
OTU_2286	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	164	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	95	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	33	0	0	0	0	0	0	0	1	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	0	0
OTU_3084	0	42	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	1	7	0	0	5	246	0	0	1	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	11	31	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	17	3	0	2	0	0	0	0
OTU_1130	0	162	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	65	0	0	1	528	0	0	2	0	1	0	0	0	0	0	44	0	0	0	4	0	0	0	108	2	0	0	0	0	24	0	0	0	0	0	0	0	10	0	0	63	0	0	0	0	0	0	0	6	0	0	0	0	0	59	0	0	0	0	0	3	0	0	0	0	0	0	221	0	24	15	0	1	0	17	0	0	0	0	0	0	23	48	10	0	0	58	0	0	0	0	0	0	0	3	0	0	0	0	8	6	0	73	0	0	0	0
OTU_1455	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	149	0	0	0	0	0	20	415	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	95	0	0	0	0	0	0
OTU_1789	0	109	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	7	0	1	25	187	0	0	0	0	1	610	66	0	0	1	0	14	0	0	6	0	0	0	19	0	142	0	0	0	0	9	0	0	0	0	0	0	3	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	97	0	0	0	0	0	0	0	23	8	0	0	0	6	0	0	62	0	0	0	2	0	0	2	18	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	1130	0	0	0	2	0	0
OTU_252	0	10	0	0	1	0	0	193	0	0	0	0	0	0	0	0	0	0	1	1	97	0	0	0	42	0	0	68	2	0	0	29	0	0	26	11	0	0	0	0	143	0	0	106	0	0	0	32	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	1	1	0	0	9	0	0	110	159	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0
