C.FITS2.7_Y_L_NA_C_L_Y	E.FITS2.13_N_T_EY_U_U_FY	C.FITS2.19_N_T_WH_U_U_FY	A.FITS2.5_Y_L_NA_C_L_Y	C.FITS2.11_N_L_NA_C_C_N	B.FITS2.17_N_L_NA_C_LB_N	C.FITS2.15_N_L_NA_K_LB_N	G.FITS2.3_Y_T_ERG_U_U_FY	D.FITS2.14_N_L_NA_K_L_N	B.FITS2.8_N_C_NA_W_U_FY		E.FITS2.17_N_L_NA_C_CB_N	B.FITS2.11_N_L_NA_K_L_N	F.FITS2.5_Y_L_NA_K_C_N	A.FITS2.9_Y_C_NA_C_U_FY	E.FITS2.5_Y_T_PFN_U_U_FN	C.FITS2.8_Y_L_NA_K_L_N	C.FITS2.10_Y_T_WH_U_U_FY	A.FITS2.18_Y_C_NA_C_U_FY	F.FITS2.12_N_L_NA_K_CB_N	E.FITS2.6_Y_L_NA_W_CB_N	A.FITS2.10_Y_C_NA_C_U_FY	F.FITS2.3_Y_L_NA_W_C_Y	B.FITS2.5_N_L_NA_C_L_Y	E.FITS2.4_Y_T_EY_U_U_FY	B.FITS2.10_N_C_NA_C_U_FY	D.FITS2.10_Y_T_JUG_U_U_FY	A.FITS2.17_Y_L_NA_C_LB_N	G.FITS2.6_Y_T_JUG_U_U_FY	E.FITS2.14_N_T_EY_U_U_FY	G.FITS2.20_N_T_PFN_U_U_FN	G.FITS2.14_N_T_ERG_U_U_FN	G.FITS2.19_N_T_EY_U_U_FN	F.FITS2.4_Y_L_NA_C_C_N	C.FITS2.1_Y_L_NA_C_C_N	D.FITS2.5_Y_L_NA_W_CB_N	A.FITS2.1_Y_L_NA_W_LB_N	A.FITS2.4_Y_L_NA_W_L_Y	F.FITS2.11_N_L_NA_K_C_N	D.FITS2.16_N_L_NA_C_CB_N	C.FITS2.6_Y_L_NA_W_L_Y	B.FITS2.18_N_C_NA_C_U_FY	E.FITS2.7_Y_L_NA_C_CB_N	D.FITS2.20_N_T_JUG_U_U_FY	D.FITS2.12_N_L_NA_W_L_Y	G.FITS2.10_Y_T_PFN_U_U_FN	H.FITS2.1_Y_L_NA_K_L_N	A.FITS2.13_Y_L_NA_C_CB_N	B.FITS2.9_N_C_NA_C_U_FY	C.FITS2.20_N_T_WH_U_U_FY	F.FITS2.13_N_L_NA_W_C_Y	E.FITS2.9_Y_L_NA_W_C_Y	C.FITS2.4_Y_L_NA_C_LB_N	D.FITS2.4_Y_L_NA_K_L_N	H.FITS2.6_Y_T_ERG_U_U_FY	D.FITS2.18_N_T_ERG_U_U_FY	G.FITS2.15_N_T_JUG_U_U_FN	F.FITS2.6_Y_C_NA_W_U_FY	B.FITS2.19_N_C_NA_K_U_FY	C.FITS2.3_Y_L_NA_W_LB_N	E.FITS2.20_N_L_NA_C_C_N	B.FITS2.3_N_L_NA_K_LB_N	G.FITS2.12_N_T_WH_U_U_FN	F.FITS2.15_N_L_NA_K_C_N	F.FITS2.2_Y_L_NA_K_CB_N	D.FITS2.15_N_L_NA_W_CB_N	A.FITS2.2_Y_L_NA_C_LB_N	G.FITS2.16_N_T_JUG_U_U_FY	D.FITS2.1_Y_L_NA_K_LB_N	B.FITS2.15_N_L_NA_W_C_Y	E.FITS2.2_Y_T_EY_U_U_FN	D.FITS2.9_Y_T_JUG_U_U_FY	C.FITS2.9_Y_T_WH_U_U_FY	E.FITS2.3_Y_T_EY_U_U_FY	G.FITS2.1_Y_T_WH_U_U_FY	E.FITS2.18_N_L_NA_K_CB_N	D.FITS2.13_N_L_NA_C_L_Y	E.FITS2.19_N_L_NA_W_C_Y	A.FITS2.19_Y_C_NA_K_U_FY	D.FITS2.17_N_T_ERG_U_U_FY	D.FITS2.19_N_T_JUG_U_U_FY	A.FITS2.14_Y_L_NA_K_CB_N	D.FITS2.11_N_L_NA_K_LB_N	G.FITS2.2_Y_T_WH_U_U_FN	D.FITS2.2_Y_L_NA_W_L_Y	G.FITS2.5_Y_T_JUG_U_U_FN	B.FITS2.14_N_L_NA_K_CB_N	A.FITS2.6_Y_C_NA_W_U_FY	B.FITS2.7_N_C_NA_W_U_FY	B.FITS2.20_N_C_NA_K_U_FY	C.FITS2.5_Y_L_NA_K_LB_N	E.FITS2.1_Y_C_NA_K_U_FN	A.FITS2.12_Y_L_NA_W_CB_N	D.FITS2.3_Y_L_NA_C_L_Y	C.FITS2.18_N_L_NA_K_L_N	C.FITS2.14_N_L_NA_C_LB_N	D.FITS2.7_Y_T_ERG_U_U_FY	G.FITS2.17_N_T_EY_U_U_FY	E.FITS2.11_N_C_NA_K_U_FN	C.FITS2.16_N_L_NA_W_L_Y	E.FITS2.12_N_T_EY_U_U_FN	F.FITS2.7_Y_C_NA_W_U_FY	A.FITS2.15_Y_L_NA_W_C_Y	F.FITS2.14_N_L_NA_C_C_N	A.FITS2.3_Y_L_NA_K_LB_N	G.FITS2.7_Y_T_EY_U_U_FY	F.FITS2.8_Y_C_NA_K_U_FY	D.FITS2.6_Y_L_NA_C_CB_N	G.FITS2.13_N_T_ERG_U_U_FY	E.FITS2.16_N_L_NA_W_CB_N	G.FITS2.9_Y_T_EY_U_U_FN	A.FITS2.16_Y_L_NA_W_LB_N	C.FITS2.17_N_L_NA_C_L_Y	C.FITS2.2_Y_L_NA_K_C_N
OTU_214	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	128	0	0	0	31	0	3
OTU_669	1	0	0	12	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	77	0	16	0	0	0	0	9	0	0	0	0	0	2	71	2	41	1	0	0	0	0	0	0	0	0	0	670	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	0	0	3	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	3	5	0	62	0	0	32	0	0	0	10	0	128
OTU_28	1	1	2833	0	1	0	0	184	0	0	0	2	0	0	6	550	0	265	2	0	0	14	0	0	890	24	5	0	147	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	110	0	0	2	0	411	5	370	0	0	0	0	0	203	0	0	0	0	2	0	0	7131	31	1924	212	86	0	1	0	0	1476	0	0	0	264	2	639	0	0	0	1	0	1	0	0	0	0	2178	8	0	1	16	9	0	0	0	1947	60	0	217	1	265	0	0	0
OTU_39	13	1	0	2	0	0	0	0	0	0	0	0	0	379	0	0	18	0	0	0	10245	0	117	0	1	0	0	16	0	0	0	0	0	113	0	37	33	4	0	0	3	0	0	0	0	0	16	111	0	0	0	1176	392	2	0	0	0	0	0	0	0	0	0	15	138	0	1	0	191	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	188	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	515	0	0	0	72	0	134
OTU_668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0
OTU_1548	7	0	5	0	0	0	0	3	0	0	29	0	0	61	5	2	2	3	7	0	1	11	93	0	1	0	158	1	2	0	0	0	0	58	277	52	0	0	0	1	5	0	0	0	0	0	0	2	1	2	3	0	5	4	0	3	0	80	2	6	0	0	2	1	2	0	0	0	18	0	1	66	19	1	1	0	0	0	1	5	1	0	0	3	1	3	0	3	0	0	0	13	0	0	0	0	119	0	0	0	0	28	3	0	0	1	58	151	1	0	1	0	0	312
OTU_278	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	76	0	5	0	0	0	0	22	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	114	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	11	0	0	10	0	0	0	51	0	3
OTU_24	2	1	3	492	0	0	0	0	0	0	0	0	0	125	1	0	0	0	0	0	296	0	2	0	0	0	0	0	8	0	0	0	0	67	12257	0	5	402	0	0	3	0	0	0	0	0	5	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	4	0	429	0	81	6	0	11	0	0	282	0	0	0	0	0	0	0	3	22	0	61	22	18	0	0	0	0	2	0	432	2	0	1	0	0	2	0	0	3	1252	0	4	80	1	0	0	0	3	0	0	4706
OTU_17	1	0	12	0	0	0	0	76	0	0	1052	0	0	2	5302	0	0	0	460	0	0	4371	0	0	152	10	2546	0	249	0	0	5	2	0	1	0	1	0	0	0	0	0	0	1	0	49	0	0	14	17	0	4	0	0	301	1	0	1316	205	4409	4	0	0	1	0	0	28	0	0	0	71	110	1263	450	80	0	0	0	1730	0	0	1	0	232	0	863	0	715	0	11	0	1510	0	0	0	1	122	0	0	1	0	623	0	1	1	69	812	0	21	0	258	0	1	1
OTU_68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	0	1	0	109	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	35	7	0	0	809	0	0	0	0	0	0	0	0	1	0	1431	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	745	0	1	0	0	0	456
OTU_1529	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	98	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	2
OTU_5	3	0	165	0	5	0	1	46	0	0	0	0	0	0	0	0	3	103669	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	17	0	0	3	0	284	0	2	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	951	0	223	0	0	0	0	60	0	0	0	193	0	16	0	0	0	0	3	0	0	0	3	5	68	0	0	3	0	0	0	0	0	16	0	0	371	0	1	0	7	6
OTU_1977	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
OTU_408	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	3	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0
OTU_2022	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1266	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1612	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53	1	1	5940	0	1	0	0	0	0	0	3	0	0	0	3	7	0	0	3	0	1	3	0	0	218	55	141	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	37	1	1241	1	0	0	1	10	0	0	0	0	19	0	2	0	0	0	0	0	5	0	0	1	1	2	0	0	1	0	22	0	0	0	0	4	0	0	0	17	0	0	1
OTU_70	1	0	0	14	0	0	0	0	0	0	0	0	0	55	0	0	3	0	0	0	190	0	7	0	0	0	0	9	0	0	0	0	0	58	26	11	37	20	0	0	0	0	0	0	0	0	31	1896	0	0	0	99	0	5	0	0	0	0	0	0	0	0	0	6	0	4	203	0	11	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	1	0	0	28	0	24	0	0	0	0	0	0	0	0	0	23	0	132	0	0	9	0	0	0	14	0	127
OTU_126	3	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	16	0	0	0	13	0	5	0	0	0	0	11	0	0	0	0	0	0	50	36	40	0	0	0	10	0	0	0	2	0	0	60	0	0	0	484	401	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	70	4	0	0	0	0	0	0	0	0	0	0	0	267	0	0	82	0	0	0	0	0	226	0	7	0	0	0	0	0	0	0	1	0	3	0	2	0	0	160	0	0	0	2	0	27
OTU_52	1	0	67	0	0	0	0	163	0	2	0	0	0	0	0	52	1	2	9	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	686	51	5526	0	91	0	0	0	0	0	0	0	0	5	0	169	0	31	0	0	0	14	0	0	3	1	0	169	0	0	0	4	0	0	0	273	29	0	34	0	827	0	0	1
OTU_1065	1	0	1	2	0	0	0	0	0	0	34	0	0	86	91	0	4	2	95	0	2	158	131	0	1	0	79	26	0	0	0	0	0	97	156	16	1	8	0	0	3	0	0	0	0	0	0	70	0	0	0	0	0	2	0	1	0	65	1	1	0	0	0	0	9	0	1	0	14	2	0	23	10	1	0	0	0	0	45	2	1	2	0	0	1	0	0	35	0	0	0	12	0	0	0	0	41	0	2	0	0	29	369	0	5	0	49	106	0	0	0	34	0	185
OTU_1614	2	0	2	0	1	0	0	1	0	0	35	0	0	66	5	3	0	0	3	0	0	3	77	0	2	0	10	2	0	0	0	0	0	65	90	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	39	0	6	0	0	0	0	6	0	0	0	1	0	1	3	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	12	0	0	0	0	27	8	1	1	0	38	12	0	0	0	0	0	113
OTU_1990	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	1	22	17	0	0	1	0	4	0	4	1523	0	0	60	2336	526	3	163	124	0	134	83	11	0	5328	0	849	0	1	13	0	0	17	1	0	27	18	2	1	0	0	0	0	20	0	7	0	466	29	8	0	100	194	0	625	2	0	97	0	0	0	0	4	1	0	0	0	0	1	0	707	2538	278	6613	0	1	0	0	55	15	491	301	1	21	0	5	0	2180	0	5	56	120	3	0	0	0	735	0	1	0	1	3827	19	1	0	9	1820	1	0	2	0	0	0	8
OTU_1148	1	0	55	0	0	0	0	80	0	0	24	0	0	0	212	28	0	1325	165	0	0	220	0	0	121	0	4874	0	20	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	63	0	0	1	0	329	1	0	123	0	0	0	0	0	0	0	0	0	0	1	0	156	643	3077	377	23	0	1	0	121	3	2	0	0	4	0	19	0	143	0	3	1	64	0	0	0	0	6086	0	0	1	0	142	0	0	0	0	700	0	0	0	30	0	0	1
OTU_91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	1	0	82	0	2	0	0	18	0	0	0	0	0	0	0	0	0	204	17	0	0	105	0	0	1540	0	79	0	6	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	1	0	115	0	0	0	0	7	0	0	0	0	0	0	0	3161	1811	15219	79	2	0	0	1	9	0	68	0	0	94	0	19	0	5	0	0	1	12	0	0	1	1	64	0	0	3	1	60	0	0	0	8	21	0	3	1	0	0	0	1
OTU_33	0	311	71	0	0	0	0	1	0	0	1609	0	0	0	109	6171	0	0	9	0	0	1	0	0	1195	0	1631	0	73	217	0	0	0	0	0	0	0	0	0	1	0	0	0	346	0	32	0	0	0	10	0	1	0	0	0	0	0	0	0	0	1	0	89	0	0	0	0	0	0	0	597	2729	0	2621	2	2	0	1	0	0	196	0	1	780	0	26	0	0	0	0	0	6	0	0	0	0	1	0	0	0	7	0	0	1	0	0	4	0	1	1	43	0	0	0
OTU_406	0	9	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14	0	2	5705	0	2	0	2	981	0	12	256	1	0	0	20	4113	0	2	86	0	1	45	0	0	2574	18	134	0	240	129	2	2	3	0	2	0	0	0	0	0	0	0	0	0	1	270	0	0	2	150	0	1	4	0	184	6	1019	43	0	1	0	0	6	0	0	0	0	742	0	0	2564	204	13758	917	0	0	1	0	27	1498	1159	0	0	269	0	129	0	105	4	102	1	75	0	0	1	4	3550	1	1	3	268	117	0	0	0	15941	103	0	1621	0	57	0	1	5
OTU_47	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4522	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	402	0	0	2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
OTU_98	0	9	2	0	0	0	0	94	0	0	0	1	0	0	0	37	0	0	0	0	0	0	0	0	19	0	41	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	30	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	16	0	181	3	0	0	0	0	25	0	0	0	9	0	192	0	0	0	1	0	40	0	0	0	0	1548	0	0	0	5	0	0	0	0	21	4	1	7	0	89	0	0	0
OTU_66	0	1	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3828	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
OTU_27	0	14	712	0	0	0	0	1024	0	47	1481	0	0	0	632	89	0	321	100	0	0	863	0	0	1502	147	9121	1	99	30	10	53	23	0	1	0	0	0	0	0	0	0	0	566	0	0	28	0	168	109	0	178	0	2	140	13	4	1060	14	0	3	0	26	0	0	1	0	0	0	0	998	1	1804	59	372	0	1	0	157	23	4	0	0	64	0	569	0	309	84	6	0	238	0	0	0	0	651	21	306	1	9	477	0	0	0	335	244	0	1074	0	393	0	0	0
OTU_26	0	4	907	0	0	0	0	41	1	782	402	0	3	0	2117	4125	0	0	2259	1	78	673	3	0	3833	733	1251	0	0	12	0	8	1	0	0	0	0	0	0	0	0	0	0	12	2	23	0	0	1162	140	0	1	0	0	1518	656	0	6831	1275	0	0	0	14	0	0	0	102	4	0	0	800	362	466	1323	10	0	0	2	758	559	15	0	0	69	0	56	0	1411	322	169	0	1672	0	0	0	0	1932	0	246	0	19	5530	0	2	0	8	1915	1	8	1	33	0	0	0
OTU_18	0	2	0	0	0	0	0	0	0	0	2	1	0	0	6	309	0	0	208	1	0	371	0	0	805	5	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	393	0	0	1	0	0	0	0	0	0	0	0	0	1471	160	0	21036	0	3	0	1	52	0	0	0	0	0	0	0	0	102	9	0	0	260	0	0	0	0	0	0	0	0	1	429	0	0	0	0	18	0	0	0	0	0	0	0
OTU_31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	148	413	0	384	37	0	0	170	0	0	7487	0	7749	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5414	0	0	100	0	0	1	0	0	0	0	0	0	0	1	0	3665	653	57	10164	0	0	0	0	61	0	1	0	1	0	0	3	0	31	0	0	0	51	0	0	0	0	700	0	1	0	3	69	0	0	0	0	20	0	0	0	3	0	0	0
OTU_48	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3479	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	453	27	0	2861	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	14	0	0	0	2	0	0	0
OTU_61	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	16	0	0	41	0	0	88	0	41	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4933	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	0	0	0	0	0	126	0	0	0	0	0	3	9	0	269	62	0	0	0	9	54	0	0	1	19	0	0	0
OTU_275	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	21	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_717	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	259	0	0	74	0	0	26	0	0	364	0	143	0	62	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	2	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	455	20	0	283	3	0	0	0	0	0	0	0	0	0	0	98	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	238	0	0	0	278	0	0	0
OTU_3	0	6	21	2	0	0	0	60	0	43	196	2	0	0	6987	13709	1	882	11332	3	3	9335	1	0	17747	146	5142	2	46	5	0	0	15	0	1	0	9	1	1	1	0	0	0	0	1	19	0	2	54	32	3	3	1	0	532	0	7	2467	25	0	2	0	0	0	0	1	2	0	0	0	1636	1439	4254	12615	4	5	1	0	5652	13	14	1	0	0	0	47	0	8563	51	34	0	14912	1	0	0	0	4910	1	318	1	3	11239	1	2	1	43	9300	0	0	1	13	1	0	0
OTU_23	0	1	0	0	0	0	0	0	0	35	1546	0	1	2	450	2561	0	0	952	2	0	3652	1	0	100	40	32	0	3	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	19	0	0	7	0	3	0	0	0	5	0	0	14416	16	0	1	0	0	1	0	0	1	0	0	0	16	229	0	0	0	0	0	0	1139	0	71	2	0	30	0	27	0	733	167	4	0	2899	0	0	1	0	31	0	775	0	0	1454	1	3	2	0	1809	0	0	0	0	0	0	0
OTU_38	0	3	0	0	0	0	0	0	0	0	18802	0	0	0	0	0	2	0	0	2	0	0	3	0	18	0	8	5	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	4	0	0	2	9	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	36	0	0	0	0	4	44	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_937	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71	0	1	0	0	0	0	0	142	0	0	0	0	0	0	0	2182	0	0	0	0	0	0	0	0	382	0	106	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1	0	0	74	0	0	0	0	23	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	943	77	0	64	2	0	0	0	0	0	6	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	4	0	0	0	342	0	0	417	0	8	0	0	0
