B.BacV5.1_N_C_NA_W_U_FY	C.BacV5.12_N_L_NA_K_C_N	A.BacV5.9_Y_C_NA_C_U_FY	E.BacV5.7_Y_L_NA_C_CB_N	C.BacV5.13_N_L_NA_W_LB_N	E.BacV5.3_Y_T_EY_U_U_FY	D.BacV5.17_N_T_ERG_U_U_FY	E.BacV5.4_Y_T_EY_U_U_FY	E.BacV5.18_N_L_NA_K_CB_N	G.BacV5.13_N_T_ERG_U_U_FY	B.BacV5.18_N_C_NA_C_U_FY	D.BacV5.3_Y_L_NA_C_L_Y	E.BacV5.8_Y_L_NA_K_CB_N	D.BacV5.12_N_L_NA_W_L_Y	E.BacV5.9_Y_L_NA_W_C_Y	A.BacV5.4_Y_L_NA_W_L_Y	C.BacV5.10_Y_T_WH_U_U_FY	D.BacV5.2_Y_L_NA_W_L_Y	C.BacV5.6_Y_L_NA_W_L_Y	C.BacV5.20_N_T_WH_U_U_FY	B.BacV5.8_N_L_NA_W_LB_N	C.BacV5.1_Y_L_NA_C_C_N	A.BacV5.10_Y_C_NA_C_U_FY	C.BacV5.19_N_T_WH_U_U_FY	A.BacV5.15_Y_L_NA_W_C_Y	C.BacV5.16_N_L_NA_W_L_Y	B.BacV5.6_N_L_NA_K_LB_N	A.BacV5.12_Y_L_NA_W_CB_N	B.BacV5.16_N_L_NA_W_LB_N	A.BacV5.3_Y_L_NA_K_LB_N	C.BacV5.5_Y_L_NA_K_LB_N	E.BacV5.10_Y_L_NA_C_C_N	F.BacV5.11_N_L_NA_K_C_N	F.BacV5.12_N_L_NA_K_CB_N	C.BacV5.4_Y_L_NA_C_LB_N	G.BacV5.1_Y_T_WH_U_U_FY	F.BacV5.2_Y_L_NA_K_CB_N	D.BacV5.7_Y_T_ERG_U_U_FY	F.BacV5.14_N_L_NA_C_C_N	H.BacV5.7_Y_T_WH_U_U_FY	G.BacV5.12_N_T_WH_U_U_FN	G.BacV5.18_N_T_EY_U_U_FN	A.BacV5.14_Y_L_NA_K_CB_N	A.BacV5.17_Y_L_NA_C_LB_N		H.BacV5.8_Y_T_JUG_U_U_FY	A.BacV5.13_Y_L_NA_C_CB_N	F.BacV5.8_Y_C_NA_K_U_FY	E.BacV5.15_N_T_PFN_U_U_FN	F.BacV5.4_Y_L_NA_C_C_N	D.BacV5.13_N_L_NA_C_L_Y	C.BacV5.18_N_L_NA_K_L_N	C.BacV5.7_Y_L_NA_C_L_Y	H.BacV5.3_Y_L_NA_K_L_N	F.BacV5.5_Y_L_NA_K_C_N	F.BacV5.3_Y_L_NA_W_C_Y	G.BacV5.20_N_T_PFN_U_U_FN	D.BacV5.20_N_T_JUG_U_U_FY	D.BacV5.14_N_L_NA_K_L_N	E.BacV5.20_N_L_NA_C_C_N	B.BacV5.17_N_L_NA_C_LB_N	E.BacV5.11_N_C_NA_K_U_FN	C.BacV5.3_Y_L_NA_W_LB_N	B.BacV5.19_N_C_NA_K_U_FY	E.BacV5.13_N_T_EY_U_U_FY	E.BacV5.14_N_T_EY_U_U_FY	H.BacV5.2_Y_L_NA_K_LB_N	D.BacV5.16_N_L_NA_C_CB_N	C.BacV5.14_N_L_NA_C_LB_N	B.BacV5.12_N_L_NA_W_CB_N	G.BacV5.14_N_T_ERG_U_U_FN	E.BacV5.5_Y_T_PFN_U_U_FN	D.BacV5.4_Y_L_NA_K_L_N	E.BacV5.1_Y_C_NA_K_U_FN	B.BacV5.10_N_C_NA_C_U_FY	G.BacV5.6_Y_T_JUG_U_U_FY	C.BacV5.15_N_L_NA_K_LB_N	B.BacV5.5_N_L_NA_W_L_Y	B.BacV5.20_N_C_NA_K_U_FY	E.BacV5.12_N_T_EY_U_U_FN	A.BacV5.1_Y_L_NA_W_LB_N	B.BacV5.9_N_C_NA_C_U_FY	C.BacV5.17_N_L_NA_C_L_Y	G.BacV5.5_Y_T_JUG_U_U_FN	A.BacV5.6_Y_C_NA_W_U_FY	G.BacV5.19_N_T_EY_U_U_FN	B.BacV5.15_N_L_NA_W_C_Y	D.BacV5.19_N_T_JUG_U_U_FY	B.BacV5.4_N_L_NA_C_L_Y	C.BacV5.11_N_L_NA_C_C_N	B.BacV5.11_N_L_NA_K_L_N	C.BacV5.2_Y_L_NA_K_C_N	E.BacV5.16_N_L_NA_W_CB_N	F.BacV5.1_Y_L_NA_K_C_N	E.BacV5.2_Y_T_EY_U_U_FN	F.BacV5.7_Y_C_NA_W_U_FY	D.BacV5.15_N_L_NA_W_CB_N	A.BacV5.2_Y_L_NA_C_LB_N	A.BacV5.19_Y_C_NA_K_U_FY	B.BacV5.7_N_L_NA_C_LB_N	G.BacV5.9_Y_T_EY_U_U_FN	G.BacV5.16_N_T_JUG_U_U_FY	H.BacV5.9_Y_L_NA_C_L_Y	A.BacV5.18_Y_C_NA_C_U_FY	G.BacV5.11_N_T_WH_U_U_FY	D.BacV5.6_Y_L_NA_C_CB_N	G.BacV5.3_Y_T_ERG_U_U_FY	A.BacV5.16_Y_L_NA_W_LB_N	A.BacV5.11_Y_L_NA_K_L_N	D.BacV5.11_N_L_NA_K_LB_N	D.BacV5.9_Y_T_JUG_U_U_FY
OTU_25	90	0	113	0	0	0	73	482	0	0	0	0	1	0	1	0	0	0	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	873	0	0	1299	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9911	0	1571	0	0	0	0	15	1	0	0	0	0	121	0	0	0	0	0	0	0	0	0	174	1143	0	0	486	0	0	0	0	403	0	0	15	0	0	0	27
OTU_9	307	0	689	0	0	124	338	1667	0	2176	102	0	1	53	3	3	1	3	0	7	0	0	329	117	0	1	13	0	1	2	0	0	49	0	0	1485	0	1862	0	634	234	5956	0	1	1486	48	1	7812	600	7	0	0	0	117	2	0	500	0	0	12	0	791	1	25	0	125	0	0	0	0	38	1431	0	6930	1034	2593	0	1	1909	25	4	217	0	3245	144	7128	0	1181	9	0	4	0	0	616	346	5208	1	0	1167	4	63	696	2	34	102687	1	1879	2	26	0	865
OTU_2127	62	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	187	0	0	0	65	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0
OTU_505	51	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	1	0	0	0	81	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	0	2	33	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
OTU_666	7	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	19	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	87	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	196	6	0	8	34	753	8592	706	376	316	22	4486	93601	26202	23852	895	4	6189	161	227	1464	813	1	48	1952	125	308	1721	240	2446	385	75447	768	1400	534	416	79155	6216	7501	138	9	1116	4915	6142	1295	105	3953	78	97	75312	4385	14	520	5768	63277	33016	1	28	97	25449	76	12884	1177	72814	11	14	11376	3840	17	2565	27	244	40356	189	156	199	2	3214	659	216	3989	31	99	678	1	886	54737	2336	2339	14	123	377	55090	103718	21	40	2164	1092	72	23	19	2790	9010	1	35718	40289	45	4942	3118	1627	1141
OTU_15	548	1	16	0	0	2255	456	7193	0	758	125	0	0	0	1	1	2	0	0	0	0	0	526	62	0	0	0	0	1	0	0	1	0	1	0	136	2	1097	1	601	180	974	0	0	13054	21	0	3913	4632	3	0	0	0	0	2	4	503	0	0	0	0	695	0	1	551	636	0	0	0	0	1118	7397	1	5462	8575	419	0	44	113	324	0	17	0	807	381	298	1	1766	0	0	0	0	1	1	7280	7388	0	0	85	1	84	807	0	53	6722	0	693	0	0	0	2574
OTU_851	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_80	438	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	22	0	6	0	13	7	2	0	0	299	29	0	19	1084	0	0	0	0	0	0	0	92	0	0	0	0	10	0	8	0	0	0	0	0	0	0	259	0	84	813	549	0	0	1	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	231	72	0	0	32	0	2	0	0	0	7	0	0	0	0	0	2
OTU_1085	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_24	113	0	81	0	0	436	46	1540	9	184	94	1	0	0	4	0	0	1	0	0	0	0	163	4	0	0	0	0	0	0	0	1	2	0	0	111	1	95	0	330	11	575	0	0	3293	561	0	3683	305	0	0	0	0	0	3	0	7	8	0	5	0	85	0	3	0	23	0	0	0	0	0	2586	3	1828	320	466	0	0	122	0	0	7	0	977	91	30	0	16	1	0	0	0	1	0	3068	3462	0	0	181	5	112	19	0	25	849	0	255	0	6	0	339
OTU_1552	10	0	0	0	2	118	63	912	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	71	5	7	0	37	0	0	903	0	0	225	222	2	0	0	0	0	0	0	8	0	1	0	0	25	0	1	1	7	0	3	0	0	1	1164	0	142	90	56	0	13	4	2	0	0	0	80	0	35	0	30	0	0	0	0	0	0	71	251	0	0	7	0	4	10	0	0	95	0	11	0	0	1	73
OTU_300	69	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	4224	16	0	7005	122	0	0	0	0	38	1	2	2	0	0	0	0	75	0	48	0	0	31	0	0	0	0	227	0	1438	383	0	0	0	747	0	0	12	0	5	50	0	1	1	0	0	0	0	0	1	3	2541	0	0	202	0	1	0	0	4	34	0	1	1	1	0	0
OTU_166	6	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	3	126	0	0	0	0	0	0	0	1	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	18	0	10	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
OTU_54	31	0	28	0	0	75	271	626	0	34	0	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	1	0	0	28	0	0	52	0	1098	0	83	0	23	0	0	1062	75	0	651	1	2	0	0	0	0	1	1	5	0	0	0	0	6	1	0	0	0	0	0	0	0	10	95	0	681	291	149	0	0	6	42	0	7	0	231	18	8	0	10	0	0	0	0	0	1	975	674	0	0	85	0	43	3	0	5	64	8	103	0	0	0	133
OTU_52	106	0	0	0	0	188	3	945	0	13	0	0	1	0	0	0	1	0	0	0	0	0	23	12	0	0	0	0	0	0	0	0	2	0	0	45	0	62	1	346	15	151	0	0	488	18	0	306	47	0	0	0	0	0	0	0	33	0	0	0	0	7	0	1	16	0	0	0	0	0	0	719	0	162	119	201	0	0	15	39	0	0	0	350	48	43	0	10	0	0	0	0	0	0	909	1284	0	0	7	0	58	33	0	2	292	0	82	0	0	0	227
OTU_58	54	0	26	0	0	46	20	63	1	57	19	0	0	0	1	0	0	2	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	1	13	0	51	0	61	0	44	0	0	2942	1070	1	1418	303	2	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	8	0	9	0	0	0	1554	0	1735	152	172	0	0	24	0	0	24	0	210	34	1	0	0	0	0	39	0	0	0	437	1357	0	0	113	0	18	1	0	17	70	0	157	0	0	0	39
OTU_3594	107	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	29	0	0	0	136	0	0	294	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1598	258	0	0	0	0	0	12	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	77	0	0	0	410	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1
OTU_2667	201	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0
OTU_142	11	0	0	0	15	0	0	0	20	0	0	0	7	8	0	0	0	0	0	1	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OTU_1116	84	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	21	0	0	0	107	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13	119	0	66	0	0	65	83	185	0	17	90	693	1858	1385	864	1	0	3316	0	0	2	10	33	1	154	0	0	108	24	2	1	870	0	159	0	58	6885	300	965	166	1	68	101	310	2852	214	201	8595	949	1877	47	0	0	0	2282	10908	10	2	51	127	0	471	1	316	0	0	375	277	0	120	0	351	260	1752	1177	43	0	1	624	0	0	32	0	148	53	13	3666	9	0	3	0	7	66	576	250	5200	34	0	192	1	42	0	3	13	2066	8245	44	502	9	5	14
OTU_168	21	0	0	0	0	0	1	35	0	7	4	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	7	0	18	0	0	0	25	5	0	8	0	0	7	0	0	2	0	0	422	22	0	0	0	0	0	0	0	22	0	0	3	31	33	24	0	21	0	0	0	3	6	1	0	5	8	3	0	0	29	0	0	37	0	0	0	0	0	6	0	1	2	0	0	0	56	0	0	0	0	0	0	0	0	13	0	8	0	0	422	0	1	0	0	0	2
OTU_1070	284	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	85	0	0	0	452	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2236	66	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0	0	91	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_439	32	0	0	0	0	0	1	0	0	19	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	10	0	0	58	12	0	8	113	0	0	0	0	0	0	0	55	0	0	0	0	104	0	0	0	0	0	0	0	0	0	8	0	10	81	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	3	0	0	23	0	0	0	0	0	0
OTU_3675	60	0	0	0	0	0	0	1	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	11	0	0	0	98	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0
OTU_452	36	0	0	0	0	0	0	0	0	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	6	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_71	15	0	3	0	0	575	49	674	0	9	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	9	0	172	0	376	0	48	0	0	667	31	0	513	2	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	36	1	242	268	87	0	0	16	7	0	0	0	114	7	3	0	1	2	0	0	0	0	0	391	406	0	0	9	11	38	4	2	2	101	0	27	0	1	1	39
OTU_174	43	0	1	0	0	38	12	166	0	951	3	0	1	0	1	0	1	0	0	41	110	0	4	20	0	0	39	0	0	0	0	0	1	0	0	241	0	57	0	0	3	566	0	0	53	1	2	42	28	0	0	0	0	0	0	0	10	6	0	0	0	4	0	5	12	16	0	0	0	0	2	42	0	32	7	44	0	68	7	2	0	17	0	480	0	373	2	128	52	0	0	0	0	11	227	133	0	0	10	4	4	85	0	0	10467	0	79	0	0	0	90
OTU_41	147	0	5	0	0	1205	30	2031	0	38	91	0	0	0	0	0	0	0	0	0	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	23	0	88	0	244	28	95	0	0	1483	12	0	492	156	0	0	0	0	0	0	0	46	4	0	0	0	59	0	0	5	9	0	0	0	0	189	919	0	498	252	225	0	0	48	54	0	8	0	55	15	414	0	144	0	0	0	0	0	0	661	942	0	0	28	0	2	223	0	10	2175	0	64	0	0	0	290
OTU_43	23	0	3	0	0	980	13	4032	0	50	0	0	7	0	0	0	0	0	0	4	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	26	0	314	0	254	0	617	0	0	70	1	0	65	0	0	0	0	0	0	3	0	20	0	0	1	0	5	0	2	28	235	0	0	0	0	1058	2	3	113	54	633	0	0	2	209	0	0	0	433	2	591	1	162	0	0	0	0	0	0	1396	92	0	0	2	0	47	62	0	0	446	0	78	0	1	0	197
OTU_40	211	0	3	0	0	1019	64	2454	8	1514	9	0	0	0	1	0	0	0	0	1	0	0	65	18	0	0	0	0	0	0	0	1	0	0	0	219	0	127	48	98	548	1081	0	0	2002	13	0	666	701	0	0	0	0	14	0	0	191	13	0	0	0	1325	0	1	79	145	0	0	0	0	7637	1492	0	1455	319	545	0	0	14	102	0	3	0	607	63	1127	1	206	0	0	0	0	0	1	627	665	0	0	124	0	48	3028	1	8	12476	0	439	0	0	0	284
OTU_2115	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2129	80	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	996	0	0	111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	46	3	0	0	0	0	0	0	0	1	0	4	0	13	0	0	0	0	0	0	4	655	0	0	1	0	0	0	0	0	11	0	0	0	0	0	18
OTU_26	177	0	3418	0	0	0	0	0	0	0	79	0	0	0	1	10	0	0	0	0	0	0	4921	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	9806	0	2	7859	101	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4939	0	6421	108	0	0	0	11	0	0	10	0	0	2336	0	0	0	0	0	0	0	1	0	0	4156	0	0	1914	0	0	0	0	2122	0	0	0	0	2	0	3
OTU_978	17	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0
OTU_3294	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	78	0	0	0	0	0	0
OTU_37	29	0	0	0	0	2	59	2	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	97	0	0	14	0	0	0	121	0	0	0	0	0	0	0	2	3	0	0	0	2	0	2	13	35	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	277	0	226	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	26150	0	1	0	2	0	1
OTU_64	3	0	0	0	0	709	31	1405	0	440	0	0	1	0	62	1	0	1	0	1	0	0	8	21	1	0	0	0	0	0	0	2	0	0	0	158	0	106	0	78	1825	1022	0	1	360	5	0	214	1214	3	0	0	0	0	0	0	158	0	0	0	0	8	0	0	0	281	0	0	0	1	3429	1071	0	49	609	237	0	145	24	164	1	0	0	411	8	719	1	734	0	0	0	0	0	5	424	248	0	1	4	0	36	769	5	0	10592	0	154	0	0	0	237
OTU_137	143	0	3604	0	0	0	0	0	0	4	16	0	0	0	0	1	0	0	0	0	0	0	5708	0	1	0	0	0	0	0	0	0	0	0	0	36	1	28	0	0	0	1	1	0	8232	0	1	15975	9	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	441	0	8366	33	19	0	0	113	0	1	26	0	14	3888	0	0	0	0	0	0	0	0	2	0	7103	0	0	5455	0	4	0	0	1270	27	0	144	0	0	0	22
OTU_2685	87	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	26	0	0	8	88	0	0	0	0	0	0	0	0	0	0	0	0	50	0	1	0	0	0	0	0	0	0	11	0	30	255	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	32	0	0	5	0	1	4	0	1	0	0	0	0	0	0	0
OTU_123	283	0	0	0	0	0	5	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	18	5	0	278	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	35	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	26	0	0	0	38	0	3681	0	0	0	0	0	0	1	1	0	0	0	0	0	99	0	0	250	0	0	0	0	0	0
OTU_402	25	0	0	0	0	42	12	0	0	56	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	87	7	0	2	262	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	121	16	0	6	86	5	0	0	4	33	0	4	0	0	0	0	0	2	0	0	0	0	0	0	9	7	0	0	0	0	0	19	0	0	13	0	1	0	0	0	2
OTU_3053	13	0	0	0	0	0	0	9	0	6	0	0	5	89	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	7	0	33	2	9	0	0	0	16	0	1	0	0	0	0	0	41	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	30	0	0	0	0	0	0	0	12	0	2	0	2	0	0	0	0	0	23	0	3	0	0	0	0	0	5	0	0	3	1	16	0	0	0	5
OTU_202	41	0	1	0	0	0	0	5	0	1	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	60	2	0	3	343	0	0	0	0	0	0	0	9	0	0	0	0	16	0	8	0	0	0	0	0	0	0	24	0	8	130	0	0	0	8	0	0	1	0	5	1	2	0	0	0	0	0	0	0	0	30	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1
OTU_3406	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	18	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_72	10	0	4	0	0	103	19	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	36	29	57	0	0	523	4	0	489	71	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1492	0	151	44	11	0	0	20	51	0	0	0	103	5	0	0	3	0	0	0	0	0	0	564	256	1	0	12	0	16	0	1	3	56	0	4	0	0	0	14
